string,area-0x2D6-0x9354_1,May: {,},やったぁ!!,All right!,,,
string,area-0x2D6-0x936A_1,May: {,},な、なに？今の音‥‥。,Wh-what...was that sound...?,,,
string,area-0x2D6-0x9387_1,Navi: {,},"ろうかのおくに、なにかいま
す‥‥。",There's something down the hall...,"NOTE: she calls it ""nanika"" = ""something"", but uses ""imasu"", indicating an animate/living thing, which is sort of leaning toward the idea of a ghost in a way that's hard to convey in english",,
string,area-0x2D6-0x93B2_1,Ayaka: {,},み、見ちゃったぁ‥‥。,I...I saw it...,,,
string,area-0x2D6-0x93D3_1,May & Ayaka: {,},\s<$01>[3x]幽霊だ!![1x]\s<$02>,\s<$01>[3x]A GHOST!![1x]\s<$02>,,,
string,area-0x2D6-0x93F9_1,Motoko: {,},"ちょっと何よ！\n
ノックもしないで人の部屋に入って\n
こないで！","Hey, what's your problem!?\n
Don't barge into someone's room without knocking!",,,
string,area-0x2D6-0x93F9_3,May: {,},"あ、ごめん。\n
かんなと一緒じゃなかったの？","Oh, sorry.\n
Weren't you with Kanna?",,,
string,area-0x2D6-0x9460_1,Motoko: {,},"かんなは下。\n
私は忘れ物を取りに来ただけなの！\n","Kanna's downstairs.\n
I just came back to get something I forgot!",,,
string,area-0x2D6-0x9460_3,Motoko: {,},"ったく、がさつなんだから。
早く出ていきなさいよっ！","God, you're so uncivilized.\n
Get out of here already!",,,
string,area-0x2D6-0x94BD_1,Ayaka: {,},"ねぇねぇ、かんなちゃん。\n
綾華ねぇ、ユーレイ見た‥‥んぐ。","Hey hey, Kanna!\n
Ayaka saw a gho--\n
MMPH.",,,
string,area-0x2D6-0x94BD_3,May: (,),"しっ！また気絶しちゃうじゃ
ない。",Shh! She'll faint again.,,,
string,area-0x2D6-0x94BD_5,May: {,},"ねぇ、かんな。\n
素子と一緒じゃないの？","Hey, Kanna.\n
Weren't you with Motoko?",,,
string,area-0x2D6-0x94BD_7,Kanna: {,},"うん‥。\n
忘れ物を取りに行くって、さっき部
屋に戻っていったわ。","Yes...\n
She said she was going to get something she forgot and went back to the room earlier.",,,
string,area-0x2D6-0x9573_1,Kanna: {,},なにか‥‥‥恐いわ‥。,For some reason...I'm scared...,,,
string,area-0x2D6-0x959B_1,Motoko: {,},"幽霊を見た？\n
[expr]<$01>は！寝ぼけてんじゃないわよっ！","You saw a ghost?\n
[expr]<$01>Ha! You were just daydreaming, weren't you!?",,,
string,area-0x2D6-0x95D4_1,Motoko: {,},"ったく、ほんと暗いわね。\n
ここは電気もつかないの？","Geez, it's so dark.\n
Don't the lights here come on?",,,
string,area-0x2D6-0x960D_1,Motoko: {,},"へぇ。\n
ちゃんと電気もつくじゃない。","Oh, so the lights work after all.",,,
string,area-0x2D6-0x963E_1,Kanna: {,},"明るくなって良かった‥。\n
やっぱり明るいと安心するね。","Thank goodness it's brighter...\n
Having things lit up is calming, isn't it?",,,
string,area-0x2D6-0x967A_1,Motoko: {,},"ふぅん。ダーツの的があるの
ね。\n
ちょっと‥やってみようかな。","Hmm...So there's a dartboard.\n
Maybe I should give it a try.",,,
string,area-0x2D6-0x96B7_1,Kanna: {,},"素子って、ダーツが得意な
の。",Motoko is good at darts.,,,
string,area-0x2D6-0x96E6_1,Navi: {,},"もとこ？？\n
‥‥なにしてるんでしょうか？","Motoko??\n
...What are you doing?",,,
string,area-0x2D6-0x96E6_3,Motoko: {,},"あらあら、このおちびさんは
ダーツも知らないのね。","Oh, my, so the little shrimp doesn't know about darts?",,,
string,area-0x2D6-0x96E6_5,Motoko: {,},"この矢を、その的に当てるの
よ。\n
的の中央に当てれば高得点ってわけ",You hit that board with these arrows. You get the most points if you hit the very middle.,,,
string,area-0x2D6-0x96E6_7,Kanna: {,},"素子ってすごいのよ！\n
ほとんど真中に当てるんだもん！","Motoko's amazing!\n
They're almost all hitting the center!",,,
string,area-0x2D6-0x96E6_11,Motoko: {,},"ほっほっほ、それほどでもな
いけどね。",Ho-ho-ho! It's not that big a deal.,,,
string,area-0x2D6-0x97D5_1,Kanna: {,},"素子ってすごいのよ！\n
ほとんど真中に当てるんだもん！","Motoko's amazing!\n
They're almost all hitting the center!",DUPE: F190,,
string,area-0x2D6-0x97D5_3,Motoko: {,},"ほっほっほ、それほどでもな
いけどね。",Ho-ho-ho! It's not that big a deal.,DUPE: F191,,
string,area-0x2D6-0x982E_1,Kanna: {,},"素子ってすごいのよ！\n
ほとんど真中に当てるんだもん！","Motoko's amazing!\n
They're almost all hitting the center!",DUPE: F190,,
string,area-0x2D6-0x9869_1,May: {,},"あれ、篠田さん。\n
お疲れさまです。","Oh, Shinoda.\n
Thanks for all that hard work.",,,
string,area-0x2D6-0x9869_3,Shinoda: {,},‥‥‥‥ああ。,...Yeah.,,,
string,area-0x2D6-0x98B0_1,Yuuko: {,},ずいぶん広い居間ね。,Such a large living room.,,,
string,area-0x2D6-0x98B0_3,Ayaka: {,},ほんと、うらやましいっ!!,Seriously! I'm SO jealous!,,,
string,area-0x2D6-0x98F2_1,May: {,},"あ！ゆ、優子さん‥。そんな
ソファに座ったら、衣装が汚れます
よ。","Oh! M-Miss Yuuko...If you sit on that sofa, you'll get your clothes dirty.",,,
string,area-0x2D6-0x98F2_3,Yuuko: {,},"え？あ、あら、いやだ。\n
わたし、何てバカな事してるのかし\n
ら。","Huh? O-oh, dear me.\n
I've done quite the foolish thing, haven't I?",,,
string,area-0x2D6-0x98F2_7,Yuuko: {,},"お風呂でもあればいいんだけ
ど‥探してみようかな。\n
それじゃね。","It'd be nice if there was a bathtub around...I think I'll look for one.\n
See you later.",,,
string,area-0x2D6-0x9999_1,Ayaka: {,},"優子さんって‥‥‥ヌケてる
よね。","Miss Yuuko's sure absent-minded, huh?",,,
string,area-0x2D6-0x9999_3,May: (,),"あんたには、言われたくない
よ‥。",I don't want to hear that coming from you...,,,
string,area-0x2D6-0x99E2_1,May: {,},ずいぶん古いオルゴールだね,What an old music box.,,,
string,area-0x2D6-0x9A12_1,Yuuko: {,},"でも、きれいな音を出してた
でしょう？\n
なんか、懐かしいわよね。","But it was making a lovely sound, wasn't it?\n
It's somehow nostalgic.",,,
string,area-0x2D6-0x9A53_1,Yuuko: {,},"ほこりだらけになっちゃった\n
わね。\n
ほんと、わたしってバカよね。","I've gotten all covered in dust.\n
What a fool I am.",,,
string,area-0x2D6-0x9A90_1,Yuuko: {,},"シャワー室は見つけたんだけ
ど‥‥水が冷たいのよ。",I found a shower room...but the water is cold.,,,
string,area-0x2D6-0x9A90_3,Yuuko: {,},"はぁ、こんな古い館じゃ、お
湯が出ないのも当然かしらね。\n
仕方ないから、あきらめるわ。","(sigh)...I suppose it's no surprise there'd be no hot water in an old mansion like this. There's not much I can do, so I'll just give up on it.",,,
string,area-0x2D6-0x9B0D_1,May: {,},"そっか。\n
ボイラーに火が入ってないから、お
湯が出ないんだ‥。","Oh, right.\n
Without a fire in the boiler, there wouldn't be any hot water...",,,
string,area-0x2D6-0x9B40_1,Yuuko: {,},"‥‥‥やっぱり、この館には
霊がいたわ。","...As I thought, there was a spirit in this mansion.",,,
string,area-0x2D6-0x9B40_3,Ayaka: {,},"ガガ～ン!!\n
ゆ、優子さんも見たの?!","GYAAAGH!\n
M-Miss Yuuko, you saw it too!?",,,
string,area-0x2D6-0x9B40_7,Yuuko: {,},"残念ながら、はっきりと見た
わけじゃないけど‥。","Unfortunately, I couldn't see it clearly, but...",,,
string,area-0x2D6-0x9B40_9,Yuuko: {,},"緑色っぽいモノが、二階の廊
下を横切っていったわ。",A green sort of thing was crossing the second floor corridor.,,,
string,area-0x2D6-0x9B40_11,Yuuko: {,},"鳥肌がたつくらい、強烈な霊
気を感じたし‥。","I felt a mysterious presence, strong enough to give me goosebumps...",,,
string,area-0x2D6-0x9C24_1,Shinoda: {,},"あぁ、かんなを‥いや、三原
さんを見なかった？","Ah[nbsp]-- you seen Kanna...I mean, Mihara?",,,
string,area-0x2D6-0x9C24_3,May: {,},"え？ええと、一階の応接室に
いたけど‥。","Huh? Uh, she was in the parlor on the first floor...",,,
string,area-0x2D6-0x9C24_7,Shinoda: {,},‥そうか。,...I see.,,,
string,area-0x2D6-0x9C98_1,Ayaka: {,},"なぁんか、不機嫌そうだった
ねぇ。",He kinda seemed like he was in a bad mood.,,,
string,area-0x2D6-0x9CBD_1,Shinoda: {,},"‥どいてろ。\n
外に出てるんだ。","...Outta my way.\n
Get out.",,,
string,area-0x2D6-0x9CEB_1,Motoko: {,},"ふん、幽霊なんて出ないじゃ\n
ないの。\n
こけおどしね！",Hmph[nbsp]-- some ghost or whatever's not going to pop out. She's just bluffing!,"NOTE: talking to motoko after triggering the yuuko shower event, during the brief span of time where she and kanna are walking to/inside the dining room but before shinoda shows up",,
string,area-0x2D6-0x9D25_1,Motoko: {,},メイ達は外に出ててよ。,"Get out of here, you two.",,,
string,area-0x2D6-0x9D50_1,Kanna: {,},なにか‥‥‥恐いわ‥。,For some reason...I'm scared...,DUPE: F180,,
string,area-0x2D6-0x9D50_3,Motoko: {,},"まったく、弱虫なんだから。\n
もう気絶しないでよね。","Geez, you're such a fraidy-cat.\n
Don't faint again, okay?",,,
string,area-0x2D6-0x9DA6_1,Kanna: {,},"お願い‥‥わたし達だけに
して‥。",Please...Leave us on our own...,,,
string,area-0x2D6-0x9DD4_1,Shinoda: {,},"あぁ、かんなを‥いや、三原
さんを見なかった？","Ah[nbsp]-- you seen Kanna...I mean, Mihara?",DUPE: F215,,
string,area-0x2D6-0x9DD4_3,May: {,},"え？ええと、１階のダイニン
グにいたけど‥。","Huh? Uh, she was in the dining room on the first floor...","NOTE: you'd almost certainly never see this if you weren't looking for it -- immediately after triggering the yuuko shower event, you have to dash down to the first floor interior and talk to kanna, then run to intercept shinoda before he can get into the dining room. the window of opportunity is only a few seconds. good on the writers for actually preparing dialogue for it, i guess.",,
string,area-0x2D6-0x9DD4_7,Shinoda: {,},‥そうか。,...I see.,DUPE: F217,,
string,area-0x2D6-0x9E46_1,Motoko: {,},"いいかげんにしなさいよっ！
今度やったら、本気で怒るわよ!!","QUIT IT already!\n
Next time, I'm gonna be seriously pissed!",NOTE: message for barging into motoko's room multiple times. this one is actually displayed after the next one for some reason.,,
string,area-0x2D6-0x9E7C_1,Motoko: {,},"ひょっとして、あなた‥。\n
わざとやってるんじゃないでしょう
ね！","Hey, wait a minute...\n
You're doing this on purpose, aren't you!?",,,
string,area-0x2D6-0x9EB9_1,Kanna: {,},"素子、遅いわね‥。\n
何やってるのかしら。","Motoko's late...\n
What could she be doing?",,,
string,area-0x2D6-0xAA83_1,Motoko: {,},ちょっと待っ‥。,Hang o--,,,
string,area-0x2D6-0xAAA1_1,Shinoda: {,},これ以上、つきまとうな。,Quit following me around.,,,
string,area-0x2D6-0xAAA1_3,Motoko: {,},な！‥。,Wha--!?,,,
string,area-0x2D6-0xAADB_1,Shinoda: {,},"つまらんものを見せたな。\n
忘れろ。","What you saw is nothing.\n
Forget about it.","NOTE: this line is recycled verbatim for the art gallery, in the context of shinoda peeping on yuuko in the shower",,
string,area-0x2D6-0xAB0B_1,Motoko: {,},"かんな‥‥‥。\n
\s<$32>メ\s<$02>[expr]<$01>イ、お願いだから‥外に出てて。","Kanna...\n
\s<$32>M\s<$02>[expr]<$01>ay, please...Go away.",,,
string,area-0x2D6-0xAB49_1,Kanna: {,},"ご‥ごめんね‥‥変なとこ\n
見せちゃったね‥‥‥‥ぐすん。",S...Sorry...I made you watch something weird...(sniff),,,
string,area-0x2D6-0xAB78_1,May: {,},"浴室かぁ‥。\n
う～ん、シャワーでも浴びたい気分\n
だぞ。","A shower room...\n
Hmm, I think I could go for one now.",,,
string,area-0x2D6-0xABB6_1,,,"シャワーを浴びる\n
やめる","Take a shower\n
Quit",,,
string,area-0x2D6-0xABC8_1,May: {,},"‥さすがにムリか。\n
水が出ないんだもんね。","...Not happening, of course.\n
The water's not coming out.",,,
string,area-0x2D6-0xABF9_1,May: {,},お?!ちゃんと水が出るよ。,Oh!? The water's coming out.,,,
string,area-0x2D6-0xAC20_1,Ayaka: {,},"でもお湯は出ないんだね。こ
れじゃぁシャワーなんか浴びられな
いよ。風邪ひいちゃうもん！",But the _hot_ water's not. You can't take a shower like this[nbsp]-- you'll catch a cold!,,,
string,area-0x2D6-0xAC64_1,May: {,},"優子さんの言うとおりだね。\n
お湯が出ないよ。","It's like Miss Yuuko said.\n
There's no hot water.",,,
string,area-0x2D6-0xAC64_3,May: {,},"これでシャワーなんか浴びた
ら、風邪ひいちゃうよ。","If I take a shower like this, I'll catch a cold.",,,
string,area-0x2D6-0xACC5_1,May: {,},他の人達は？,Where's everybody else?,,,
string,area-0x2D6-0xACC5_3,Sasaki: {,},"スタッフはロケバスまで荷物
を取りに行ってます。",The staff have gone to the bus to get the luggage.,,,
string,area-0x2D6-0xACC5_7,Sasaki: {,},"他は‥すみません。\n
ぼくも知らないんです。","The others...Sorry.\n
I don't know about them.",,,
string,area-0x2D6-0xAD40_1,Sasaki: {,},"え？幽霊を見たんですか？\n
[expr]<$01>しまったぁ‥僕も見たかったのに。","Huh? You saw a ghost?\n
[expr]<$01>Shoot...I wanted to see it too!",,,
string,area-0x2D6-0xAD82_1,Sasaki: {,},"それにしても、メインスタッ
フ達は遅いですよね。","You know, the main staff sure are late, aren't they?",,,
string,area-0x2D6-0xAD82_5,Sasaki: {,},"いくら道に迷ったからって、
そろそろ到着してもよさそうなんで
すが‥。","I hope they get here soon despite how lost they got, but...",CHECK,,
string,area-0x2D6-0xADF2_1,Ayaka: {,},"うひゃぁ!!\n
真っ暗でな～んも見えないよぉ！","HYAH!\n
It's pitch black and I can't see a thing!",,,
string,area-0x2D6-0xADF2_5,Ayaka: {,},"ねぇねぇ、メイちゃん。\n
行くのやめようよぉ。","Hey, hey, May!\n
Let's not go in here.",,,
string,area-0x2D6-0xAE54_1,,,"引き返す\n
このまま進む","Turn back\n
Keep going",,,
string,area-0x2D6-0xAE66_1,Ayaka: {,},げ～、ほんとにぃ？,Gah! Seriously?,,,
string,area-0x2D6-0xAE66_3,Ayaka: {,},"綾華、メイちゃんの服につか
まってるからね。\n
お願いだから一人にしないでね。","Ayaka's gonna cling to your shirt, May. Please, don't leave her alone.",,,
string,area-0x2D6-0xAECB_1,May: {,},"しっかし、荒れはてた部屋だ
よねぇ。","Well, this room's sure fallen apart.",,,
string,area-0x2D6-0xAECB_3,May: {,},"何だか知らないけど、ジュウ
タンにも黒いシミが残ってるし‥。","I can't tell what it is, but there's a black stain on the carpet...",,,
string,area-0x2D6-0xAF2A_1,May: {,},優子‥さん？,Miss...Yuuko?,,,
string,area-0x2D6-0xAF45_1,Yuuko: {,},ここで‥事件が起こったのよ,This is where...the incident happened.,,,
string,area-0x2D6-0xAF45_3,May: {,},事件？,Incident?,,,
string,area-0x2D6-0xAF45_5,Yuuko: {,},この床を、ごらんなさい。,Look at the floor.,,,
string,area-0x2D6-0xAFA1_1,May: {,},まさか‥‥‥血？,No way...Blood?,,,
string,area-0x2D6-0xAFBD_1,Yuuko: {,},そうよ。,Indeed.,,,
string,area-0x2D6-0xAFD6_1,Yuuko: {,},"あなた達は、何も聞いてない
のね。\n
この館で起こったことを‥。","So, you two haven't heard anything...about what took place in this mansion.",,,
string,area-0x2D6-0xAFD6_3,Ayaka: {,},優子さんは、知ってるの？,"Miss Yuuko, do you know about it?",,,
